,Codigo,hora,lat,lon,temp_C,precip_mm
192,1009,0,6.42043563262482,-75.39429832099349,15.113637797037784,12.809309906219232
193,1009,1,6.42043563262482,-75.39429832099349,14.727554829915388,0.3189782612025738
194,1009,2,6.42043563262482,-75.39429832099349,14.358010864257835,0.6589341908693314
195,1009,3,6.42043563262482,-75.39429832099349,14.077753702799502,1.00119449198246
196,1009,4,6.42043563262482,-75.39429832099349,13.675885009765647,1.3510949909687042
197,1009,5,6.42043563262482,-75.39429832099349,13.508809407552105,1.6843209664026897
198,1009,6,6.42043563262482,-75.39429832099349,13.192514546712262,1.945028081536293
199,1009,7,6.42043563262482,-75.39429832099349,12.740492757161482,2.0712995280581716
200,1009,8,6.42043563262482,-75.39429832099349,12.458837890625023,2.158184448841046
201,1009,9,6.42043563262482,-75.39429832099349,12.300815836588564,2.2476794818569346
202,1009,10,6.42043563262482,-75.39429832099349,12.192927551269554,2.3709423342899307
203,1009,11,6.42043563262482,-75.39429832099349,12.107310994466168,2.4603987236338534
204,1009,12,6.42043563262482,-75.39429832099349,13.16067097981773,2.5684054195405537
205,1009,13,6.42043563262482,-75.39429832099349,15.705898539225283,2.700253625655691
206,1009,14,6.42043563262482,-75.39429832099349,16.8288274129232,2.8749923731412017
207,1009,15,6.42043563262482,-75.39429832099349,18.293626403808616,3.1218615405906056
208,1009,16,6.42043563262482,-75.39429832099349,19.425635782877627,3.4819349744748727
209,1009,17,6.42043563262482,-75.39429832099349,20.140960184733096,3.989662588927345
210,1009,18,6.42043563262482,-75.39429832099349,19.953144327799503,5.604521801250802
211,1009,19,6.42043563262482,-75.39429832099349,19.534609985351587,7.294378201615714
212,1009,20,6.42043563262482,-75.39429832099349,18.70576324462893,9.222410102710773
213,1009,21,6.42043563262482,-75.39429832099349,17.604280090332054,10.943774205146777
214,1009,22,6.42043563262482,-75.39429832099349,16.618210347493513,11.993446907613146
215,1009,23,6.42043563262482,-75.39429832099349,15.758589172363305,12.790910508965089
216,1010,0,6.314561705734064,-75.54625793433871,16.253286234537782,12.20732733255107
217,1010,1,6.314561705734064,-75.54625793433871,15.68842722574872,0.40693143382668495
218,1010,2,6.314561705734064,-75.54625793433871,15.277672322591169,0.8741549526651701
219,1010,3,6.314561705734064,-75.54625793433871,14.950800577799502,1.2360752870639165
220,1010,4,6.314561705734064,-75.54625793433871,14.64867146809898,1.5782449394464493
221,1010,5,6.314561705734064,-75.54625793433871,14.52593180338544,1.874427745739619
222,1010,6,6.314561705734064,-75.54625793433871,14.319793192545596,2.0870440949996314
223,1010,7,6.314561705734064,-75.54625793433871,14.103708902994814,2.2360702355462316
224,1010,8,6.314561705734064,-75.54625793433871,13.878955078125022,2.338170856200487
225,1010,9,6.314561705734064,-75.54625793433871,13.697951253255232,2.4520397185811524
226,1010,10,6.314561705734064,-75.54625793433871,13.459659322102887,2.595018049037042
227,1010,11,6.314561705734064,-75.54625793433871,13.23309224446617,2.696232696326343
228,1010,12,6.314561705734064,-75.54625793433871,13.731569417317731,2.825222959073533
229,1010,13,6.314561705734064,-75.54625793433871,16.078099060058616,2.9420858124340774
230,1010,14,6.314561705734064,-75.54625793433871,17.362681579589868,3.1253825451459014
231,1010,15,6.314561705734064,-75.54625793433871,18.844082132975284,3.3777475091962827
232,1010,16,6.314561705734064,-75.54625793433871,20.141651407877628,3.7006860076220485
233,1010,17,6.314561705734064,-75.54625793433871,21.03145497639976,4.146537543627815
234,1010,18,6.314561705734064,-75.54625793433871,21.0080271402995,5.345109969553974
235,1010,19,6.314561705734064,-75.54625793433871,20.43936258951825,7.01490990365734
236,1010,20,6.314561705734064,-75.54625793433871,19.847690327962262,8.570277671044717
237,1010,21,6.314561705734064,-75.54625793433871,18.630191548665387,10.723906081615436
238,1010,22,6.314561705734064,-75.54625793433871,17.741192118326847,11.655007264230123
239,1010,23,6.314561705734064,-75.54625793433871,16.913471984863303,12.201648559902742
240,1011,0,6.258861833672063,-75.56589044634241,16.253286234537782,12.20732733255107
241,1011,1,6.258861833672063,-75.56589044634241,15.68842722574872,0.40693143382668495
242,1011,2,6.258861833672063,-75.56589044634241,15.277672322591169,0.8741549526651701
243,1011,3,6.258861833672063,-75.56589044634241,14.950800577799502,1.2360752870639165
244,1011,4,6.258861833672063,-75.56589044634241,14.64867146809898,1.5782449394464493
245,1011,5,6.258861833672063,-75.56589044634241,14.52593180338544,1.874427745739619
246,1011,6,6.258861833672063,-75.56589044634241,14.319793192545596,2.0870440949996314
247,1011,7,6.258861833672063,-75.56589044634241,14.103708902994814,2.2360702355462316
248,1011,8,6.258861833672063,-75.56589044634241,13.878955078125022,2.338170856200487
249,1011,9,6.258861833672063,-75.56589044634241,13.697951253255232,2.4520397185811524
250,1011,10,6.258861833672063,-75.56589044634241,13.459659322102887,2.595018049037042
251,1011,11,6.258861833672063,-75.56589044634241,13.23309224446617,2.696232696326343
252,1011,12,6.258861833672063,-75.56589044634241,13.731569417317731,2.825222959073533
253,1011,13,6.258861833672063,-75.56589044634241,16.078099060058616,2.9420858124340774
254,1011,14,6.258861833672063,-75.56589044634241,17.362681579589868,3.1253825451459014
255,1011,15,6.258861833672063,-75.56589044634241,18.844082132975284,3.3777475091962827
256,1011,16,6.258861833672063,-75.56589044634241,20.141651407877628,3.7006860076220485
257,1011,17,6.258861833672063,-75.56589044634241,21.03145497639976,4.146537543627815
258,1011,18,6.258861833672063,-75.56589044634241,21.0080271402995,5.345109969553974
259,1011,19,6.258861833672063,-75.56589044634241,20.43936258951825,7.01490990365734
260,1011,20,6.258861833672063,-75.56589044634241,19.847690327962262,8.570277671044717
261,1011,21,6.258861833672063,-75.56589044634241,18.630191548665387,10.723906081615436
262,1011,22,6.258861833672063,-75.56589044634241,17.741192118326847,11.655007264230123
263,1011,23,6.258861833672063,-75.56589044634241,16.913471984863303,12.201648559902742
264,1012,0,6.242691459615363,-75.60481604928565,15.530760192871117,12.627990589990999
265,1012,1,6.242691459615363,-75.60481604928565,15.003791809082054,0.5036315570274988
266,1012,2,6.242691459615363,-75.60481604928565,14.559182739257835,1.0355378811558087
267,1012,3,6.242691459615363,-75.60481604928565,14.130943806966169,1.3995467374722164
268,1012,4,6.242691459615363,-75.60481604928565,13.70882771809898,1.7203491181135178
269,1012,5,6.242691459615363,-75.60481604928565,13.45561930338544,1.9956910361846287
270,1012,6,6.242691459615363,-75.60481604928565,13.197071838378928,2.194933220744133
271,1012,7,6.242691459615363,-75.60481604928565,12.900649007161482,2.354249730682175
272,1012,8,6.242691459615363,-75.60481604928565,12.624983723958357,2.4715926249452735
273,1012,9,6.242691459615363,-75.60481604928565,12.399383544921898,2.581258118105841
274,1012,10,6.242691459615363,-75.60481604928565,12.079385884602887,2.67690315838216
275,1012,11,6.242691459615363,-75.60481604928565,11.833352661132835,2.7754773199079117
276,1012,12,6.242691459615363,-75.60481604928565,12.433913167317732,2.8996877868494884
277,1012,13,6.242691459615363,-75.60481604928565,14.689427185058616,2.9832525054062606
278,1012,14,6.242691459615363,-75.60481604928565,16.386314392089865,3.1241181816186034
279,1012,15,6.242691459615363,-75.60481604928565,17.83985036214195,3.3806296421238593
280,1012,16,6.242691459615363,-75.60481604928565,19.16268005371096,3.687454273187285
281,1012,17,6.242691459615363,-75.60481604928565,20.028850809733097,4.103554647458789
282,1012,18,6.242691459615363,-75.60481604928565,20.24051411946617,4.967672993915902
283,1012,19,6.242691459615363,-75.60481604928565,19.57712300618492,6.797313213797314
284,1012,20,6.242691459615363,-75.60481604928565,18.994500223795594,8.251016318823545
285,1012,21,6.242691459615363,-75.60481604928565,17.848941548665387,10.659270804821002
286,1012,22,6.242691459615363,-75.60481604928565,16.962481180826845,11.740407805853554
287,1012,23,6.242691459615363,-75.60481604928565,16.15500844319664,12.410422272219892
288,1013,0,6.428938356371022,-75.59098559881967,13.66350758870445,14.754248704964704
289,1013,1,6.428938356371022,-75.59098559881967,13.267203267415388,0.51186786343654
290,1013,2,6.428938356371022,-75.59098559881967,12.970250447591168,0.9904197106758753
291,1013,3,6.428938356371022,-75.59098559881967,12.632180786132835,1.3141393661499023
292,1013,4,6.428938356371022,-75.59098559881967,12.218528238932315,1.5642179797093074
293,1013,5,6.428938356371022,-75.59098559881967,11.949629720052107,1.7459645867347717
294,1013,6,6.428938356371022,-75.59098559881967,11.677605692545596,1.8810756504535675
295,1013,7,6.428938356371022,-75.59098559881967,11.320115152994815,2.0158541699010137
296,1013,8,6.428938356371022,-75.59098559881967,11.126155598958356,2.1013803531356956
297,1013,9,6.428938356371022,-75.59098559881967,10.896714274088565,2.1681755780705934
